dialogue,classification,translation
"akusu, sonno poka a= hokuhu ka tepaha ka mipihi ka opitta a= kososo,",ainu,Then I really took off my husband's loincloth and all his clothes.
sekor yaynu =an kor,ainu,I thought.
ne cise kor inaw,ainu,"The inaw-prayer stick, the Protector of the house,"
"sorekusu kamuy ne kusu koraci an okkaypo,",ainu,A young man who appeared to be a Kamui
ne utar opitta eyaykopuntek wa,ainu,all those people felt happy about [that].
"sekor hawean kor sinrit kor pe upakno usaraye, poro a= poho ki hine,",ainu,"he said, and then divided in half what had been passed down from their forefathers, the older son did.."
"akusu pirka cise poro cise an w_a,",ainu,"there was a good house, big house."
"sorekusu horkew ne kus seta haw karikari ayne,",ainu,"Since she was a wolf, she howled up in a dog’s voice [the voice could then no longer be heard]"
sekor yaynu =an kor arpa =an akusu,ainu,"Thinking [so], I went, then"
"neun a= ramu ka somo ki no a= nukar,",ainu,"I didn’t pay any attention, [just] looked at that."
sorekusu nispa or peka a= yuputari korar pa wa,ainu,and the brothers married their daughters off to rich men.
pak ison kur isam kur a= ne.,ainu,I was a great hunter with no equal.
"V1 siknu =an na.""",ainu,that my life was extended.”
“ene an wen pe an usi ta pase kamuy ne an w_a,ainu,“She was an important God at the place of such a bad person! And
"sekor e= hawean yak pirka na.""",ainu,you must say.”
sorekusu pakno nispa isam nispa e= ne p ne ruwe ne na.,ainu,you will become a person with unequalled wealth and power.
ek =an *ru ... hawe ne ya ka nu wa arki ruwe ne”,ainu,came to ask whether I came [to help them].
"konto kotan kor utar suy a= yuputari siren pa h_ine,",ainu,my brothers took the villagers
"a= cinkihi ekupa hine corpok un i= siren sinne noyne iki wa kusu,",ainu,The pup took my sleeve and tried to take me under the tree.
"wakkata hine suke hine,",ainu,he drew water and started cooking.
sorekusu itak poka yayitak ... kewor? a= koytak ka somo ki.,ainu,I was careful not to say anything to make fun of her.
"“*okkayoutar ka ... cise soy pakno ek kur, kur anakne",ainu,"“As to a man who came to the gateway of the house,"
"orano sorekus menoko ka a= yuputari matakutari ka tun an pe ne an wa,",ainu,The brothers had two younger sisters
V u tutko rerko,ainu,Two or three days.
"sekor hawean =an yakka i= siren pe ne kusu,",ainu,"Although I said so, I was still taken to the grave"
"sekor hawean kor ciyehe a= tuypatuypa hine,",ainu,"they said as they cut his wee-wee off,"
"""a= maci anak tan pa somo eci= arki yakka oya pa eci= arki wa,",ainu,"""(My wife) Even if you (two) cannot come this year, come next year"
V heru potonoci? kapuhu?,ainu,Only …(?)
"Ikuresuye nispa resu wa ne yakne,",ainu,"and if Ikuresuye raises it,"
"konto a= yupihi, pon a= yupi a= kor son kay hine,",ainu,"My brother, the younger brother carried my son on his back, and"
nani rawpeka a= kay hine ora a= sike anak umamki ka ta a= anu.,ainu,"Right away I put the (baby) inside my clothes, and I placed the things I had brought on a ceiling beam."
"a= e= omap pe ne kus_, a= ona na pewre p ne korka,",ainu,"we adored you. Our father was still young, but"
V u &lt;y&gt;arki hine,ainu,he came.
"a= sautari kemeyki ka ki. nep ka menoko kar pe ka kar pa kor,",ainu,"When my sisters sewed and made something that girls make,"
ani suke =an pe ka isam pe ne kus,ainu,"but since we have nothing to cook with,"
"""aynu a= poho hetap ene setakko itak ramaci somo a= kore.",ainu,"""My human son, [did you suffer] because I didn’t give the soul of words for a long time?"""
hosippa ruwe ne na V,ainu,the gods went home.
"a= ahupte hine ape etok ta a= ari p ne a p,",ainu,"When we placed them in the house at the seat of honor,"
"orano sorekus a= wenunu i= kopasrota korka arorkisne,",ainu,"my stupid mother kept shouting at us. But secretly,"
"yuk tapkiri sinep ani kane wa,",ainu,"Holding a single deer fore leg in his hands,"
kotan *un ... or un arpa =an kor,ainu,went to the village.
"ora a= saha anakne a= rayke wa isam yak a= ye ruwe ne.""",ainu,"My (real) sister was killed, I was told,”"
ora iwak ciki iteki ...,ainu,"When he comes home (don’t…),"
"isitoma =an wa tususke =an kor an =an ayne,",ainu,I was so scared my whole body shook.
"a= kor son a= iperusuyka a= erampokiwen wa kusu,",ainu,"We cannot bear to let our son go hungry,"
"""a= akutari eci= ne wa itak =an ciki eci= i= nu katu,",ainu,"“Younger brothers, listen well."
"""hokure hokure ahun y_an.""",ainu,"“Go inside,”"
nep e= sitoma ka e= kor_ rusuy ka somo ki p ne na.,ainu,"you will have no fears and face no hardships,"
"haa, a= sitoma no okay pe poronno",ainu,"Oh, there were lots of scary things [the things that people in general are (usually) afraid of]"
"a= sautari ne p ne kusu ani sikotouska? pa wa,",ainu,"were my older sister and brothers, so by [those treasures] they tried to attract (?) [new people to our village]."
orowa makanak ne wa sinen ne an pe a= ne ruwe ne ya ka a= eramiskari kor,ainu,I didn’t know why I was a lonely person.
sirhanke kuni i= epakasnu p ne kusu ora a= tura h_ine,ainu,"I had heard it was close by, so I took (my wife)."
"a= onaha ""wenkur sani wenkur taype a= poutari ne hine,",ainu,"Father (said), “My children are the descendants of poor people, they carry the blood of poor people,"
"a= yuputari onne pa p ne kus_ onne okake ta,",ainu,"Brothers were old, so after they passed on,"
"oro ta konto pon sike ki hine iwak h_ine anu hine,",ainu,"he came back with a small bag, and put it down."
V1 tumunci kamuy,ainu,with a demon god
yaykata ka a= eramiskari no,ainu,I didn’t even know that myself.
"koyyomap yakka somo i= koyyomap a= unu ki yakka,",ainu,"ｍother cherished her child, but she did not love my [first wife’s] child."
*ekimne =an sekor ... ekimne =an w_a inkar =an sekor yaynu =an,ainu,I thought of trying to go to the mountains for a hunt.
wen sekor yaynu =an w_a,ainu,"It will be bad, I thought."
"toritori oka =an rapokke, mat sak no okay pa p ne kusu ora,",ainu,"We stayed for several days. Neither of them had wives, so"
"sorekusu pirka kamuy ne kewtum pirka pa kusu, ki pa.",ainu,"all had such good hearts, they became good Kamui."
"sekor a= kor huci hawean kor ceptuy kar a kar a kar a wa a= ma wa,",ainu,"While saying that, she thoroughly removed the entrails of the fish. We fried the fish and"
"sorekusu a= i= koonkami kor ki ayne,",ainu,I lived my life with people giving thanks to me.
"esir ka a= ki hine ora ekimne hine isam ruwe ne.""",ainu,and he just headed off to the mountains.”
pewre okkaypoutar ne yakun,ainu,"If these are young men,"
"iso atpa ne a= i= kar kusu ne sekor kane hawean wa ora,",ainu,"They said we would be their first kill, so"
a= tura wa paye =an *nu ...,ainu,I took with me [the young men] and we went.
"“tapne tapne inu =an pe ne a kusu, a kusu",ainu,"“As I had heard this and that,"
"sekor hawean ... haweas akusu,",ainu,she said … I could hear a voice.
"""tapne kane Cenpak wa apkas pe a= ne ruwe ne.""",ainu,"“For this and this reason, I walked from Cenpak”"
"a= yayetokoyki wa an.""",ainu,"because the preparations are made."""
"soy ta a= e= sinotte SITARI nen nen ne ya,",ainu,"If I let you play outside, somehow"
iyotta os cep'utar arki,ainu,"the fish, who were behind [others], came."
"""tan pe anak nep ka e= ekimatek ciki puta e= mesu yak pirka na.""",ainu,"“If you face any trouble, open this box,”"
wa kanna atuy a= poknare って言ったら、こう、こうなっていた海はこうなるまたこうなる,ainu,"The upper sea turned down [The high waters fell], IT MEANS THAT THE SEA WHICH WAS LIKE THIS BECAME LIKE THAT AND AGAIN RETURNED [TO ITS STATE]."
e= icarpa yak easir kamuyoropaye =an.,ainu,"and give offerings for us. Then, we can go to that world."
"sorekusu manayta oma,",ainu,"there was a cutting board,"
orano sorekus_ a= onautari cis kor sorekus_ a= kirkewkasi i= koruyruypa.,ainu,"Then, while crying, Father stroked my knee."
"pon mun cise an hine,",ainu,found a small house with a thatched roof.
"ene sinna cise ... sinna cise a= kar wa oro ta a= i= ari ruwe ne wa,",ainu,"But now, a separate house has been built and we were made to live here."
unuhu ka kamuy sasimi ne.,ainu,Her mother is also an offspring of a Kamui.
a= kor ekasi sorekus pirka uskehe kopunpa,ainu,served grandfather the most delicious parts.
"orano konto a= etapkokonnaracinracin h_ine,",ainu,and lifted her onto my shoulders.
"ekimne wa yuk ne ciki kamuy ne ciki nuwe koan pe ne kus_,",ainu,My brother went hunting and would bring back many deer and bears that he had caught.
"a= yupi kor kur [ne] an =an pe ne a p,",ainu,"I treated him as a brother,"
"oro ta hure poro seta a= kor pe ne a p,",ainu,and one of them was a large red dog.
"konto ""a= turesihi pon a= yupi a= kore.",ainu,“I will give younger sister to small older brother as a wife.
"sekor hawean =an akusu,",ainu,"I asked,"
"emus hene tasiro hene ruyke wa,",ainu,"Sharpen your sword and your mountain knife, and"
a= eramsinne wa onne =an pe ne kusu a= ye.,ainu,and was able to live my life in peace. That is why I’m telling you.
"kamuy onaha kimun kamuy eun asurani hine,",ainu,kamui fathers sent word to the bear kamui - the god of mountains.
V mata pa iwan pa,ainu,Six winters.
"ora a= kor son anakne sorekus a= epunkine kus kosne kosne wa,",ainu,"As to our son, we will watch over him so he will become nimble"
"sekor hawean kor a= teksaykare ruwe ne akus,",ainu,I said as I grabbed her hand.
orano kamuynomi rok kamuynomi rok pa.,ainu,They repeated prayers
hosipi kur ka an siri a= nukar wa,ainu,I saw that there was also a man returning home and
"sekor yaynu =an akusu,",ainu,I think.
"“eci= onaha ka, ene hawean kor,",ainu,"“Saying the same things, [the uncle] also"
V1 re hot ... re hot tumihi,ainu,"[has fought] 60 battles,"
"orano,",ainu,"And then,"
"upas tum ta a= pa p ne wa ki ruwe ne na.""",ainu,"I found her in the snow, but I can save her life,"""
"a= poutari sinrit or un i= nurappa yakka a= uk ka somo ki p ne kusu,",ainu,"[Before I died, I told my children that] even if they bring offerings to their ancestors, they will not reach me,"
"tan kotan ta eci= onaha akihi tan uske ta tu irwak ne wa okay pe,",ainu,"In this village, in this place, your father and his younger brother lived as two brothers."
a= utari hene yakka posiresitte.,ainu,and the villagers also had many children.
"kor wa *iwa ... ekimne =an h_ine,",ainu,I took these to the mountains
"sekor yaynu =an wa,",ainu,I thought [so].
"i= erampokiwen ki p ne na.""",ainu,"Please feel sorry for us,"""
pet or_ ta iramante =an yakka,ainu,"Even when I fished in the river,"
oraun onkami =an SITARI iruska =an kor konto a= hopunire.,ainu,"I prayed and even though I was angry, I sent the soul on its way."
"sorekus a= sitoma no kane a= katu an h_ine orano,",ainu,"I looked very intimidating,"
sokar wa i= kore wa,ainu,laid out the seating mats for us.
a= ekasihi makanak ki ruwe an,ainu,“What happened to my grandfather?”
nea nispa utar ukoyki kor oka siri a= nukar.,ainu,I could see the elders fighting.
"pokor yakne po ka a= santeke ne situri kusu ne kus_,",ainu,"If she bears child, that child will be my descendent, so"
hunna aynu hekaci sikaosomare sikaokuymare rusuy pe an.',ainu,"""Who wants to be peed on and pooped on by a human child, a human baby?"""
"sampesituri ruwe ne noyne an hine iki ayne,",ainu,"She appeared to be feeling better,"
a= itakamkire akusu,ainu,"I warned him, then"
"pirkano e= nu kus ne na,",ainu,you should listen well.
suke pa.,ainu,They prepared food
"kimun kuca or_ ta arpa =an w_a,",ainu,"I went to the hunting hut in the mountains,"
"a= utari utar opitta hekattar_ ne ya ray wa isam pa ruwe ne hine ora,",ainu,"all of the villagers, even the children, died."
"nep a= kar yakka apkas hene a= ki kor orano oka =an ayne,",ainu,and I passed each day with a light footstep.
"ne kur a= hunara *kus ... hi ka a= ye, somo ki no,",ainu,"if I don’t say that I was looking for this man,"
"kasi eci= ohastuye wa, oraun kotan or_ ta suke =an wa,",ainu,"cover her with cut branches, and then prepare food at the village."
"a= uk wa a= e= uk h_ine,",ainu,"I lifted that boy, [in other words,] I lifted you up,"
"tan kotan kor wen kur kor wa okay pe semas okay pa p anakne,",ainu,"The belongings of this bad village chief were of no value, but"
"hosipi =an w_a suke =an w_a ipe =an wa,",ainu,"I went home, cooked and ate."
"ora a= unuhu anakne tokap an kor hotke wa an ora,",ainu,"Mother spent the afternoons sleeping,"
hawean kor i= kopasirota kor,ainu,"saying so, [Okikurmi] cursed me. 【3】"
"easir hopuni wa ek wa,",ainu,[my husband] got up for the first time and came [out].
ora apapa ta ne yakka a= racitkere.,ainu,And one over the inner doorway.
"sorekusu pirka okere okkayo iwatarap ne hine,",ainu,He was a very cute baby boy.
"“a= kor son, a= aktonoke, sorekus somo i= kasuy yakka pirka p",ainu,"“Young boy, little noble brother, you do not have to help us."
sekor a= saha hawean kor anak,ainu,my sister said.
"sekor e= hawean kor ki yak pirka na.""",ainu,"you must say"","
"asinumautar anakne,",ainu,We [my wife and Ｉ]
"sekor hawean =an pe ne kusu, upas ruyanpe sorekusu a= nisuk pe ne kusu,",ainu,I said and asked for a snowstorm.
"""SONO teeta kamuy tono tusirihi kasi ta cise as hine,",ainu,"""This house is built on the grave of their ancestors."
"aynu uekarpa wa suke =an wa,",ainu,"People will gather, so cook some food."
V sine<y>anto,ainu,"One day,"
"iku =an ki na, V",ainu,"We drank,"
sekor sino katkemat hawean sekor.,ainu,Said a very admirable old lady.
"sekor a= kor huci hawean kor pasrota kor, konto a= kor huci,",ainu,"Saying this, she cursed. Then my grandmother [said]."
kotan kor kur oro ta arpa =an w_a,ainu,I went to the place of the village chief.
"a= kor huci oro oypepi omare, hat punkar hat kap kar wa ani pon_ saranip kar wa,",ainu,Grandmother put her dish there …peeled the skin off grapevines and made a very small basket for storing dishes.
"""tan wen kamuy te ta ka ikka a p,",ainu,"""Bad Kamui! You just stole something, and"
matkaci anakne a= macihi,ainu,"as to the girls, my wife"
"sekor kane hawean =an akusu,",ainu,"I said, and"
V a= sokar maci,ainu,"My precious wife,"
"a= acautari ka onne okake ta ki siri ene an h_i ne kusu,",ainu,"My uncle had reached his life, so it was time for me, in my old age, to leave some lasting words."
"iku kes an kor, V",ainu,at the end of the drinking party
ora sukup hontom ta a= e= uk wa kamuy or_ ta sonno ukor sino ukor a= ki kus ne.,ainu,"Then while you are still young, I will take you and we can become a real husband and wife in the world of the Kamui."
"sorekus_ aynu ka utarpake ne korka,",ainu,they were fine men.
"SENZONO kamuy tono NO OHAKA ARU HAZUDAKARA SOKO HOTTEMIREBA II.""",ainu,"there should be the grave of your ancestors. Try digging there,"""
"""sanke wa i= nukare yak pirka.""",ainu,“Won’t you get them out and show them to me?”
"kotan kor nispa macihi nep ka esirkirap a ruwe ne noyne an h_ine,",ainu,"the village chief’s wife, appearing to be worried about something,"
ran hine suy ni corpok ta hotke.,ainu,came down and lay down under the tree.
tu ray wen ray SITATTE SOOIUYOONA MIZIKAI...,ainu,"and left him to die a miserable death, is how this short story goes."
"eun unuhu cikosinninup kor pe ne hine, sorekusu kamuy i= koypak pe ne kus ... kusu",ainu,"Moreover, she had an amulet from her mother, because the Kamui punished me"
konto pon a= yupi ...,ainu,"Then, the younger brother…"
"pon a= saha imire ipere kor oka =an ruwe ne wa,",ainu,"Small older sister dressed her in garments and fed her, in this manner we led our lives"
"""oro wa sorekus macikor_ ne yakka soy a= o yak pirka"" sekor a= ekasi ye ....(中断)",ainu,"Grandfather said, ""You may take out all the treasures, even the women’s treasures."" (Break)"
"orano konto nea kotan pa un nispa macihi ewtanne kur,",ainu,The man who married the wife of the elder from above the village
a= karkuutari ka rupne pa.,ainu,and my nephews also grew up.
oro ta cise kor kur ahun w_a,ainu,the owner of the house entered there.
kusu menoko se wa payeoka kur anak macikor kor wa sap.,ainu,a person carrying a woman on his back came down with some female treasures.
"sekor a= kor ekasi hawean korka,",ainu,That is what he would say.
"sekor a= kor ekasi hawean ruwe ne hine ora,",ainu,said grandfather.
"nep a= e rusuy ka somo ki no oka =an ayne, tane oka =an ohor kor,",ainu,We lived like this for long time without thinking about what to eat.
kamuy *ee ... e= kopoyke *e ... e= ki *eki ... eaykap na”,ainu,you won’t be able to mix with the Gods.”
kor okay =an pe ne akusu,ainu,and [so] we lived. Then
a= onaha ikopuntek ka i= kewehomsu ruwe ne hine ora oka =an.,ainu,Father rejoiced and held a ceremony to thank my safe return.
V aynu anakne,ainu,Human beings
an =an ruwe eramuan ayne,ainu,They knew that I was [there].
akusu *pirka ... “nep pirka pi an ruwe ka somo ne”,ainu,“Nothing good had happened.”
sukup hontom *a=ey ... a= eysam siri anakne,ainu,I am leaving this world at such a young age
ukopokor ka ki an w_a,ainu,"Finally, we had children (lit. ‘there was having chidren with each other’) and"
"nani a= onaha a= nukar kamuy a= onaha a= nukar_ nani itak =an pe ne kus_,",ainu,"I had met the kamui father and had immediately been able to speak,"
rapokke nea *tu ...,ainu,"In time,"
"""sorekusu si pase kamuy kamuy anakne oha aynu ukor pe ne.",ainu,"“Great Kamui, Kamui only marry regular humans [storyteller’s mistake for Kamui],"
"kim ta eci= hopunire ora,",ainu,so send [their spirits] off at the mountains.
V somo ki ruwe,ainu,[of a kind.]
a= eyaykopuntek wa a= ukoterkere kor an,ainu,We were happy about [it] and vied with each other for [the baby’s attention] and it was [so].
"asinuma ka pon a= yupi ka ki hine oka =an ruwe ne a p,",ainu,I said and my younger brother also said this.
pon a= yupi ka yayramekote hine cise harkiso wa …,ainu,"My younger older brother also married, and to the left (south) of [our] house …"
a= esina ka eaykap pe ne kusu,ainu,"I couldn’t hide [what we had done],"
a= poutari a= porore wa,ainu,We raised our children and
nen a= nukar ka somo ki p ne ka,ainu,"Even though I was not going to meet anyone,"
a= poutari a= kore wa,ainu,presented them to our sons.
"""iteki iteki pet cicay peka payeoka wa … yak pirka.",ainu,"""You must never go along side the river."
sakeiyus =an.,ainu,while I was guest of honor.
“a= ko( wa usa okay pe a= kouk utar,ainu,"“The people, who were abused and robbed of various things,"
"neno e= iki p ne na.""",ainu,"That is what you must do."","
"a= saha hoskino pokor pe ne kus,",ainu,"Older sister had a child first, so"
pirkano i= nukar wa,ainu,looked at me well.
sekor eci= ona hawean.,ainu,"(Listening to what) your father said,"
rapok a= macihi okkayo pokor.,ainu,"Soon, my wife had a baby boy."
"SONO HEYANO SITA HOTTE MITAKKE,",ainu,"When they dug under that room,"
"tane kimun kamuy ka i= sitoma wa neno yaynu ka somo ki yakun,",ainu,"That bear is afraid of me as well, so he shouldn’t think that way anymore."
"""a= kor_ turesi hemanta kosinninu hine,",ainu,"“Sister, what is your amulet?"
*ahun =an ki p ... “ahup an”,ainu,“Come in.”
"aynu kem e rusuy ku rusuy pe ne p ne kus,",ainu,"to eat and drink a human’s blood, so"
mismu =an kusu a= nukar kusu ne.,ainu,"I just want to see them because I’m bored.”"""
"onne =an pa p ne kus ki wa,",ainu,Since we became old we cannot catch them.
"sekor a= i= ye p ne kusu, arpa =an ka somo ki korka,",ainu,"he  told me, so I never went there."
sisam or_ ta oka =an pe ne kus sisamcarkor =an pa p ne kus ki ruwe ne.,ainu,"We were at a Wajin house, and we understood the language of the Wajin, so we knew."
"w_a, ranma koraci, a= hokuhu ka amset ka ta",ainu,"As usual, my husband sat on the sleeping platform [and]"
"a= unuhu an h_ine oka =an h_ike,",ainu,I lived with my mother
oro ta a= ari.,ainu,and had them live there.
"iruska =an w_a, an =an w_a",ainu,I got angry.
"aynu mosir ka ta e= an ruwe ne kusu,",ainu,"and I have you in the world of humans,"
"oro ta suy i= penake ta wen kur okkaypo an a p,",ainu,"Up the river, there was a poor young man."
"orano toska corpok ta a= e= kay wa nuynak =an wa,",ainu,"Then, I carried you to a place under a cliff at the river bank and hid."
"wa, sine pa ek ciki, sine konci e= anu ranke,",ainu,"and take one hood off a year,"
somo i= uhuyka yakun siknu =an easkay pe,ainu,but if my body had not been burnt I would have come back to life.
hosipi =an w_a inkar =an akusu,ainu,"When I went back and looked around,"
"nep a= e rusuy ka nep a= kor_ rusuy ka somo ki no ki ayne,",ainu,"Without wanting food or things,"
kuneywa paye =an kor,ainu,"When we went in the morning,"
a= oyra a a= oyra ki ayne arpa =an.,ainu,"I kept forgetting, and finally I went."
noki un cise,ainu,[He made] a house with eaves
V tan huskotoywa,ainu,"From long before,"
sekor a= ye.,ainu,I said.
"sekor haweoka ruwe ne hine,",ainu,"they said,"
"nea a= matnepo aynu ewtanne wa sorekusu mippo ka kor siri a= unuhu nukar kor ora,",ainu,"My daughter got married, and [within several days] after seeing her grandchild, my mother left this world."
V asinuma renkayne,ainu,Through my power
ora ekimne iwak =an kor,ainu,"When I came back from the mountains,"
"nep ka a= ye somo ki no ahun =an h_ine an =an ruwe ne akus,",ainu,"I went back inside without saying anything,"
hosipi ka a= eaykap ruwe ne”,ainu,We won't be able to go back.”
an pe ne kusu,ainu,"as it was [left there],"
"apunno, sumawne siri a= nukar wa",ainu,I saw that [the bear] was dying quietly.
"nea kotan pa un kur pon maci ... maci kor kur anakne,",ainu,The man who married the wife of the man from above the village
"situ ka ta hemesu =an ruwe ne akus, pet ... pet ru oro sep okere.",ainu,and climbed to the top of the mountain ridge. There was a place in the road leading to the river which was very wide.
pon a= saha an poro a= saha an h_ine oka =an pe ne ruwe ne.,ainu,"I had a small older sister and a big older sister, and [so] we lived."
"sorekusu ne ene iki wa an pe a= ne ru an h_i ka a= erampewtek no,",ainu,"Even though I did not know who I was,"
asinuma ka ekimne arpa =an w_a inkar =an”,ainu,I’ll also try to go to the mountains.”
sekor hawean.,ainu,they said.
"""KONOYARO te ta ka ene an wen puri e= kor a kusu",ainu,"“You’re finished. You’ve done something bad again to me,"
"kamuy tono neno kane a= i= kar wa, sorekusu kamuy tono sipine a= ki wa,",ainu,"I looked the same as the big lord, and wore the big lord’s clothes."
"ora ramaci a= uk kusu ki hine a p,",ainu,and take her spirit out.
"horkew kamuy utar kamuy ekasi kamuy utari uyna wa eyaykamuynere pa yak,",ainu,the wolves and grandfather kamuis would accept them and elevate (their) god rank.
"sekor asinuma ka hawean =an. pon a= yupi ka neno hawean ne yakka,",ainu,"I said. My brother said the same thing, but"
rorunso or_ ta a= ehotke _i a= kar hine,ainu,A bed was prepared for me at the seat of honor.
"pas tekunpe a= tekehe a= kosina,",ainu,I pulled the magic gloves on my hands.
"tapne ne wa kusu pirka =an siri ene an h_i ne kus_,",ainu,"and since I became rich because of that,"
V kotuytuyke na,ainu,Passed by.
V soyenpa h_ike,ainu,He went outside
sucihi nurappa pa yak pirka.,ainu,"They can bring offerings to their grandmother,"
"oripak ki yan”, V",ainu,Please act politely!”
"asinuma ka kemeyki =an wa, kunne hene, tokap hene",ainu,"I did needlework. Day and night,"
"""nisatta Tokapci putu un a= rura pa, KAYSHO or un ki pa yak pirka.""",ainu,"""Tomorrow, take them to the hall at the mouth of the Tokapchi River,"""
"uoyak ta kotan a= kar wa oka =an yak unukar =an h_i ta,",ainu,"Let’s start another village elsewhere to live. Then when we meet,"
sipine =an kor inkar =an akusu,ainu,I got dressed and looked around.
i= pa ... hoski i= pa kur eun a= ye yak pirka.',ainu,"You must tell the first person to find you,’"
"pon menoko tura ren oka ruwe ne.""",ainu,"Including the young girl there are three of them,"""
sekor a= kor huci hawean kor i= henkotpa.,ainu,"Grandmother said, and nodded to me in agreement."
"sorekusu usa macikor_ nuwe koan ruwe a= nukar pe ne a p,",ainu,"I had seen many woman’s treasures, but"
"“kotan or_ ta nep ka pirka pon menoko ... kewtum pirka okkaypo ne yakka pon menoko ne yakka eramuoka yakun,",ainu,"[If you know of any] elegant girls, or healthy youngsters or girls, (if you know of any)"
matnepoho “tanpe se wa arpa”,ainu,"“Carry this on your back,”"
"a= kor macikor eci= eresu p ne na.""",ainu,"Please give her my women’s treasures and raise her,"""
ora eani ka kamuy sasimi e= ne.,ainu,"You are also the descendent of a Kamui,"
ene oka iki p a= ki .,ainu,and did such things.
"retar katak sioka un osura hine,",ainu,and the ball of white string backward.
"ka ta? somo turano an =an pe seta ne hine,",ainu,I had never spent any time with a dog…
tanepo aynunukar =an pa p ne,ainu,"I met other people for the first time,"
"konto okkaypo ka utarpake tun soyosipitatpa hine ahup hine,",ainu,where two handsome young men. They took off their coats outside and entered the house.
yaynu =an korka,ainu,"I thought [so], but"
siri a= nukar kor,ainu,While looking at this situation
a= erayap ka ki kor ipe =an a ipe =an a,ainu,"I admired [it], I ate and ate."
"husko nituypa ru ka an, ruwe a= nukar kor",ainu,I saw that there was the stump of an old tree.
"earkinne ipokas ne ya,",ainu,but she was a very ugly woman.
"soyne akusu ora siranke p ne noyne,",ainu,"went outside and left. But when he had not gone far,"
"sirkirap sak no ipe pa kuni a= esanniyo kor oka =an ayne,",ainu,We looked out for them so they would never be short of food.
sorekusu nea konto cisekonnispa,ainu,"The head of the household [said],"
"mata epitta riya e pakno,",ainu,"Enough food to pass the year even during the winter,"
"SOSITE CIKAWARETE NANMO a= kore MO SINAIDE hosipi SITE,",ainu,and was put to work. He came home with nothing.
"oraun ahun =an ka nisap ahun ka a= etoranne kus,",ainu,so I hesitated about entering the house.
"a= matnepo yaykurkata nep ka *a=yay ... a= yaykoreka no an pirka menoko ne a p,",ainu,"our daughter, a beautiful young woman should we say it ourselves,"
ney ta okay pe a= esiknak ka somo ki.,ainu,"There was nothing I could not see, anywhere."
"Iskar_ turasi arpa =an ruwe ne akusu,",ainu,"When I went up along the Iskar River,"
"os arpa =an, ahun =an akusu",ainu,I went after her [and] entered.
"sorekusu a= yaykokemnu p ne kusu,",ainu,"Since I felt pity for her,"
"aoka anakne a= sak pe ka somo ne kusu,",ainu,"We aren’t lacking anything,"
V sekor itak wa,ainu,He said this.
"a= karku oro ta i= ka ose yak sorekusu pirka yakka,",ainu,"if my nephew came with those belongings on his back, then it is fine, but"
"sorekusu poro kur umurek ka a= kirare pa p ne kusu,",ainu,"We let escape even older couples, so"
"konto a= ekasi ...sorekus_ a= yuputari inaw tuypa wa,",ainu,They cut a tree for inaw.
"Cenpak or_ ta arpa =an hine,",ainu,and went to Cenpak (mistake for Kuttarusi).
nea okkaypo ene hawean h_i.,ainu,the young man he answered.
a= yaykotuyasi kusu ne kus.,ainu,I would be at peace of mind.
oripak kamuy anakne inaw ...,ainu,"I, the epidemic god"
"tan pon a= poho ne ruwe ne hi kusu,",ainu,was that youngest son.
wakkauskamuy anakne ika nomi oyra pa na.,ainu,They must not forget to honor and worship the water kamui.
"katak tup i= kore wa kusu,",ainu,"[my mother] gave me the two clews, so"
"""nenkane a= karkuhu a= matnepo ne katu an pe tura wa ora,",ainu,“Our nephew has come to take our daughter who has transformed
"wakkata pa wa kor wa arki wa,",ainu,we drew water and brought it.
"etokoho a= tusmak hine soyne =an h_ine,",ainu,"I left before she did,"
"a= rayke ka somo ki hikeka,",ainu,I couldn’t catch anything and yet
"a= saha a= turesutari oka hine oka =an pe ne p,",ainu,older sister and younger sister.
e= toykomunin e= sirkomunin kus ne na”,ainu,"you’ll rot badly, you’ll rot away completely!”"
paye *kus ... wa kusu,ainu,"As they went,"
i= etoko un suke.,ainu,"She cooked for me,"
"i= koek humi ene an h_i,",ainu,"reached me, as follows:"
"soy ta nep ka a= ye a= ye pekor hawean kor,",ainu,"so pretending to mutter something outside,"
katkemat sutketusi *san wa ... sanke wa,ainu,the housewife took out the chest.
suy kotan an w_a seta i= yemik ったら犬にほえられたの、それで,ainu,again there was a village and dogs barked at me.
suy kasi a= osike hine arpa =an.,ainu,"I carried gifts on my back, and went to see her."
i= eyaykopuntek pa.,ainu,and were very happy to see me.
a= hekote nispa ne yakka ki kor oka =an.,ainu,Even my husband was respected by everyone.
"apkasenitan =an tane ki pon menoko a= ne p ne kus,",ainu,"I was a young girl, but my legs were strong and so I also went along with them."
"orano san =an hine sonno ka Iskar putu ta san =an ruwe ne akus_,",ainu,I continued down the trail and reached the mouth of the Ishikari River.
sakekar pa kor oro ta paye =an pa wa a= nukar.,ainu,"When they had a banquet, we traveled to their place to meet."
"orano kor_ rusuy pa p inne utar uyna hine,",ainu,"Then, many people took those things they wanted"
"turay wenray a= ki ruwe ne sekor,",ainu,"I died hard, I died dreadfully."
"konto a= unu a= koyruska p ne kus,",ainu,"I was also mad at my mother, so"
"orano sewri tuypa ayne aynu kotcaot san =an hine,",ainu,"[after all the others] slit their throats, I came down the mountains before the others."
"orowano, tumihayokpa ki kor",ainu,After that they armed themselves.
orowano a= hunara yakka wen.,ainu,"I have been looking for her, but cannot find her."
