dialogue,classification,translation
Ni chyflawnir llwyddiant trwy waith caled.,welsh,Success can only be achieved through hard work.
Egni a lwydd.,welsh,Success can only be achieved through hard work.
Gallem frwydro hyn.,welsh,We can't fight this.
Bydd rhaid iddi fynd yno ar ei phen ei hun.,welsh,She'll have to go there by herself.
Cymeroedd Meic le fel cadeirydd y cyfarfod.,welsh,Mike acted as chairperson of the meeting.
Dw i'n gwybod nad ydy Tom yn gwybod y gwnaeth Mari hynny.,welsh,I know that Tom doesn't know that Mary did that.
Prynodd tad gamera i mi.,welsh,Father bought me a camera.
Ti'n hoffi peli.,welsh,You like balls.
'Roedd y ffair yn llawn dop.,welsh,The fair was packed.
Doedd Tom ddim yn gwybod bod bleiddiau yn yr ardal.,welsh,Tom didn't know there were wolves in the area.
Dywedodd Tom a Mari wrth Siôn nad oedden nhw'n meddwl bod Alys yn drist.,welsh,Tom and Mary told John that they didn't think Alice was upset.
Dydyn nhw ddim yn siŵr eu bod nhw'n barod.,welsh,They aren't sure that they're ready.
Dw i ddim yn siŵr bod Tom yn hoffi hynny.,welsh,I'm not sure Tom likes that.
Mae pobl sy' jyst eisiau torri ar eich traws a gwastraffu'ch amser.,welsh,There are people who just want to interrupt and waste your time.
Ildiwch i gerbydau yn dod atoch.,welsh,Give way to oncoming vehicles.
Mae’r rhwystrau hyn yn cael eu cau dros nos.,welsh,These barriers are closed overnight.
Cadwer yng nghau ac ar glo.,welsh,Keep locked shut.
"Mewn argyfwng, pwyswch y botwm i rybuddio’r staff.",welsh,In emergency push button to alert staff.
"Pan fydd y lamp yn goleuo, siaradwch efo’r staff.",welsh,"When lamp lights, speak to staff."
Rhowch y caead i lawr cyn tynnu’r dŵr.,welsh,Lower lid before flushing.
Gwasgwch y botwm.,welsh,Push the button.
Arhoswch am yr arwydd.,welsh,Wait for signal.
Ffoniwch 333 (Mewnol) neu 999 i alw’r frigad dân.,welsh,Phone 333 (Internal) or 999 to call the fire brigade.
Caewch y drysau wrth adael yr adeilad trwy’r allanfa agosaf.,welsh,"Leave the building by the nearest exit, closing doors behind you."
Ewch i’ch man ymgynnull.,welsh,Report to your assembly point.
Peidiwch ag oedi i gasglu eiddo personol.,welsh,Do not stop to collect personal belongings.
Caniateir ysmygu o fewn y llinell derfyn.,welsh,Smoking is permitted within the marked boundary.
Glanhewch.,welsh,Clean it up.
Pa mor effeithlon y mae’r adeilad hwn yn cael ei ddefnyddio?,welsh,How efficiently is this building being used?
Yma nodir faint o garbon deuocsid y mae’r adeilad yn ei allyrru.,welsh,This tells you how much carbon dioxide the building emits.
Mae’n dangos y tunell y flwyddyn o CO₂.,welsh,It shows tonnes per year of CO₂.
Yma nodir pa mor effeithlon y mae ynni wedi cael ei ddefnyddio yn yr adeilad hwn dros y tri chyfnod cyfrifo diwethaf.,welsh,This tells you how efficiently energy has been used in this building over the last three accounting periods.
Yma nodir gwybodaeth dechnegol am y modd y mae ynni yn cael ei ddefnyddio yn yr adeilad hwn.,welsh,This tells you technical information about how energy is used in this building.
"Tystysgrif Ynni i’w Harddangos yw hon fel y’i diffinnir yn Rheoliadau Perfformiad Ynni Adeiladau 2012, fel y’u diwygiwyd.",welsh,This is a Display Energy Certificate as defined in the Energy Performance of Buildings Regulations 2012 as amended.
Mae argymhellion ar gyfer gwella perfformiad ynni’r adeilad wedi’u cynnwys yn yr Adroddiad Argymhellion perthynol.,welsh,Recommendations for improving the energy performance of the building are contained in the associated Recommendation Report.
Pwyswch y botwm i agor y drws.,welsh,Push button to open door.
Rydych chi yma.,welsh,You are here.
"Rydych yn parcio ar eich menter eich hun, ni dderbynnir cyfrifoldeb am unrhyw golled, difrod, neu ddwyn.",welsh,"Users park at their own risk. No responsibility will be accepted for any loss, damage or theft."
Rhybudd! Mae CCTV yn recordio a monitro 24 awr.,welsh,Warning! 24 hour CCTV recording and monitoring.
Golchwch eich dwylo.,welsh,Wash your hands.
’R ydych yn hydradol?,welsh,Are you hydrated?
Cymerwch y prawf lliw wrin.,welsh,Take the urine colour test.
Mae eich arennau yn anhygoel. Helpwch nhw i weithio’n well drwy hydradu eich hun.,welsh,Your kidneys are amazing. Help them work better by staying hydrated.
Dyluniwyd gan ddisgyblion Ysgol Bro Dewi.,welsh,Designed by pupils from Ysgol Bro Dewi.
Rhybudd! Cynnwys Asbestos.,welsh,Warning! Contains Asbestos.
Mae anadlu llwch asbestos yn beryglus i iechyd.,welsh,Breathing asbestos dust is dangerous to health.
Dilynwch gyfarwyddiadau diogelwch.,welsh,Follow the safety instructions.
Gwyliwch eich pen.,welsh,Mind your head.
Ni ddylid gadael unrhyw roddion ger drws y siop pan fydd y siop ar gau.,welsh,No donations to be left in the doorway when the store is closed.
Nid oes hawl yfed a bwyta yn y siop hon.,welsh,No drinking or eating permitted in this store.
Ni chaniateir cŵn ac eithrio cŵn tywys.,welsh,No dogs permitted except guide dogs.
Ewch â bag o bridd a hadau gyda chi i gau’r tyllau ar y lleiniau.,welsh,Please take a bag of soil and seed to repair divots on the fairways.
Gadewch y bagiau gweigion yn y bocs gerllaw y 18fed lawnt.,welsh,Leave the empty bags in the container by the 18th green.
Mae’ch cymorth chi yn sicrhau bod ein cwrs yn cael ei gadw mewn cyflwr da.,welsh,Your assistance helps to keep our course in good condition.
Diogelu Refeniw yn teithio o gwmpas y rhwydwaith yn rheolaidd.,welsh,Revenue Protection teams are regularly out and about on the network.
Weithiau bydd ein Swyddogion yn gwisgo gwisg blaen ond byddant bob amser yn dangos ID wrth wirio eich tocynnau.,welsh,Our Officers are sometimes in plain clothing but will always show their ID while carrying out ticket checks.
"Os na fydd gennych chi docyn dilys, gallwch gael eich erlyn a chael dirwy o hyd at £1000.",welsh,Failure to have a valid ticket may result in prosecution and a fine of up to £1000.
"Pan fyddwch chi’n dechrau ar eich taith mewn gorsaf lle mae cyfleustera prynu tocynnau ar gael, eich cyfrifoldeb chi yw prynu/ysgogi tocyn dilys ar gyfer y daith cyn mynd ar y trên.",welsh,"When starting your journey at a station where ticket buying facilities are available, it is your responsibility to buy or activate a valid ticket for the journey before boarding a train."
"Os ydych chi’n 16 oed neu’n hŷn, bydd angen i chi brynu tocyn.",welsh,"If you are 16 or older, you need to buy an adult ticket."
"Os nad oes cyfleusterau prynu tocynnau yn eich gorsaf, dewch o hyd i aelod o staff cyn gynted â phosib er mwyn prynu tocyn neu i gael cyngor ynghylch y cyfle nesaf i brynu tocyn.",welsh,"If there are no ticket buying facilities at your station, please find a staff member as soon as possible to buy a ticket, or to seek advice on the nearest opportunity to purchase one."
Barod am antur?,welsh,Are you ready for adventure?
Barod am antur?,welsh,Are you ready for an adventure?
Ydych chi wedi datgloi ar gyfer eich cymydog?,welsh,Have you unlocked the door for your neighbour?
Diolch am eich cydweithrediad.,welsh,Thanks for your cooperation.
Diffoddwch y golau!,welsh,Turn off the light.
Mae Tokyo'n ddinas fawr iawn.,welsh,Tokyo is a very big city.
Dw i wedi blino.,welsh,I'm tired.
Rhannu yw caru.,welsh,Sharing is caring.
Sut oedd Tom yn gwybod lle 'roedd Mari'n byw?,welsh,How did Tom know where Mary lived?
Dw i'n ifanc.,welsh,I am young.
Dw i eisiau mynd adref.,welsh,I want to go home.
Dw i'n siarad.,welsh,I'm speaking.
Dw i'n hoffi siarad Ffrangeg.,welsh,I like speaking French.
Wyt ti’n siarad Cymraeg?,welsh,Do you speak Welsh?
Roedd Tom yn siarad.,welsh,Tom was talking.
Faint o'r gloch yw hi?,welsh,What's the time?
Mae hi'n bwrw eira eto.,welsh,It's snowing again.
Mae hi'n siarad Sbaeneg yn dda.,welsh,She speaks Spanish well.
Mae hi'n hoffi gwrando ar gerddoriaeth.,welsh,She likes listening to music.
Mae rhywun yn canu.,welsh,Someone's singing.
Mae rhywun yn canu.,welsh,Someone is singing.
Mae rhywun yn canu.,welsh,Somebody's singing.
Dw i'n gweithio yfory.,welsh,I'm working tomorrow.
Dw i'n hoffi yfed llaeth.,welsh,I like to drink milk.
Ble mae'r menyn?,welsh,Where's the butter?
Dw i'n hoffi plant.,welsh,I like children.
Dw i'n hoffi gweithio.,welsh,I like to work.
Mae hi'n hoffi coffi.,welsh,She likes coffee.
Mae hi'n bwrw glaw tu allan.,welsh,It's raining outside.
Dw i'n byw yn Japan.,welsh,I live in Japan.
Dw i'n hoffi gwrando ar y radio.,welsh,I like to listen to the radio.
Dw i'n hoffi gwrando ar y radio.,welsh,I like listening to the radio.
Cath ydw i.,welsh,I'm a cat.
Dw i'n yfed cwrw.,welsh,I drink beer.
Dw i'n yfed gwin.,welsh,I drink wine.
Anghywir.,welsh,Wrong.
Yn amlwg.,welsh,Obviously.
Astudia!,welsh,Study!
Perffaith!,welsh,Perfect!
Anhygoel!,welsh,Awesome!
Paid!,welsh,Stop!
Ie.,welsh,Yes.
Nage.,welsh,No.
Cywir!,welsh,Correct!
Diddorol.,welsh,Interesting.
Cofia!,welsh,Remember!
Tyrd!,welsh,Come!
Rheda!,welsh,Run!
Amhosib!,welsh,Impossible.
Rhyfedd.,welsh,Strange.
Felly?,welsh,So?
Nos da!,welsh,Goodnight!
Gwyllt!,welsh,Wild!
Dos!,welsh,Go!
Ewch!,welsh,Go!
Arhosa!,welsh,Stay!
Arhoswch!,welsh,Stay!
Tynna!,welsh,Pull!
Tynnwch!,welsh,Pull!
Darllena!,welsh,Read!
Darllenwch!,welsh,Read!
Grêt!,welsh,Great!
Iawn.,welsh,Okay.
Ymlacia!,welsh,Relax!
Ymlaciwch!,welsh,Relax!
Edrycha!,welsh,Look!
Edrychwch!,welsh,Look!
Tân!,welsh,Fire!
Pwy?,welsh,Who?
Dysga!,welsh,Learn!
Dysgwch!,welsh,Learn!
Gobeithio!,welsh,Hopefully!
Anghywir!,welsh,Wrong!
Bwyta!,welsh,Eat!
Bwytwch!,welsh,Eat!
Bwyd!,welsh,Food!
Llongyfarchiadau!,welsh,Congrats!
Amhosib!,welsh,Impossible!
Yn debyg.,welsh,Probably.
Cerdda!,welsh,Walk!
Cerddwch!,welsh,Walk!
Trist.,welsh,Sad.
Trist!,welsh,Sad!
Ble?,welsh,Where?
Lle?,welsh,Where?
Sut?,welsh,How?
Pryd?,welsh,When?
Yma?,welsh,Here?
Eto!,welsh,Again!
Felly?,welsh,Therefore?
Heddwch.,welsh,Peace.
Gwena!,welsh,Smile!
Gwenwch!,welsh,Smile!
Cysga!,welsh,Sleep!
Cysgwch!,welsh,Sleep!
Hwyrach.,welsh,Maybe.
Efallai.,welsh,Maybe.
Cywir!,welsh,Correct.
Wel!,welsh,Well!
Pryna!,welsh,Buy!
Prynwch!,welsh,Buy!
Gwertha!,welsh,Sell!
Gwerthwch!,welsh,Sell!
Gweithia.,welsh,Work.
Gweithiwch.,welsh,Work.
Gweithiwch!,welsh,Work!
Gweithia!,welsh,Work!
Cywir.,welsh,True.
Dere.,welsh,Come.
Tyrd.,welsh,Come.
Dewch.,welsh,Come.
Doniol!,welsh,Funny!
Brecwast!,welsh,Breakfast!
Rhy ddrud!,welsh,Too expensive!
Bydd angladd Tom y penwythnos 'ma.,welsh,Tom's funeral will be this weekend.
Rhaid i ni ei stopio.,welsh,We've got to stop her.
Dydy o ddim yn ifanc ond yn hen.,welsh,He isn't young but old.
Dyw e ddim yn ifanc ond yn hen.,welsh,He isn't young but old.
Dan ni'n chwilio am drysor.,welsh,We're looking for treasure.
Rydyn ni'n chwilio am drysor.,welsh,We're looking for treasure.
Rydym mi'n chwilio am trysor.,welsh,We're looking for treasure.
Mae Mennad ar gael.,welsh,Mennad is available.
Dw i'n mynd am dro.,welsh,I'm going for a walk.
Rydw i'n mynd am dro.,welsh,I'm going for a walk.
Roedd o'n edrych trwy ficrosgop.,welsh,He was looking through a microscope.
Roedd e'n edrych trwy ficrosgop.,welsh,He was looking through a microscope.
Roedd yn edrych trwy ficrosgop.,welsh,He was looking through a microscope.
Byddwn yn ei galw.,welsh,We'll call her.
Galwn ni hi.,welsh,We'll call her.
Byddwn ni'n ei galw.,welsh,We'll call her.
Roedd yn anodd iawn canolbwyntio.,welsh,It was very hard to concentrate.
Wyt ti eisiau gwydr o win?,welsh,Do you want another glass of wine?
Beth fydd Tom yn meddwl?,welsh,What will Tom think?
Dw i'n mynd i'r parc y prynhawn 'ma.,welsh,I am going to the park this afternoon.
Rydw i'n mynd i'r parc y prynhawn 'ma.,welsh,I am going to the park this afternoon.
Mae hi'n treulio llawer o amser ar y ffôn.,welsh,She spends a lot of time on the phone.
Mae pawb yn ei hoffi.,welsh,Everyone likes her.
Dylet ti wneud dy waith cartref nawr.,welsh,You should do your homework now.
Dylet ti wneud dy waith cartref rŵan.,welsh,You should do your homework now.
Dylech chi wneud dy waith cartref nawr.,welsh,You should do your homework now.
Dylech chi wneud dy waith cartref rŵan.,welsh,You should do your homework now.
Mae Sami yn siarad ag acen.,welsh,Sami talks with an accent.
Prynodd fy mam sgert newydd i fi.,welsh,My mom bought me a new skirt.
A i os ei di.,welsh,I'll go if you will.
A i os ewch chi.,welsh,I'll go if you will.
Beth mae Tom yn bwyta i frecwast?,welsh,What does Tom eat for breakfast?
Gadawodd Tom yn gyflym.,welsh,Tom left quickly.
Roedd marwolaeth Tom yn syndod.,welsh,Tom's death was a surprise.
Pryd wyt ti'n mynd yn ôl i'r Eidal?,welsh,When are you going back to Italy?
Pryd ydych chi'n mynd yn ôl i'r Eidal?,welsh,When are you going back to Italy?
Pryd dach chi'n mynd yn ôl i'r Eidal?,welsh,When are you going back to Italy?
Pryd dych chi'n mynd yn ôl i'r Eidal?,welsh,When are you going back to Italy?
Dw i ddim yn meddwl fy mod wedi brifo Mary.,welsh,I don't think that I hurt Mary.
Roedd drws Tom ar agor.,welsh,Tom's door was open.
"Taset ti'n magu ci, pa gi baset ti'n magu?",welsh,"If you were to raise a dog, which dog would you raise?"
Dw i'n mynd i gyngerdd wythnos nesa.,welsh,I am going to a concert next week.
Cyrhaeddodd Tom rhy hwyr.,welsh,Tom arrived too late.
Wyt ti'n mynd i barti Tom?,welsh,Are you going to Tom's party?
Ydych chi'n mynd i barti Tom?,welsh,Are you going to Tom's party?
Dych chi'n mynd i barti Tom?,welsh,Are you going to Tom's party?
Dach chi'n mynd i barti Tom?,welsh,Are you going to Tom's party?
Gwenasant nhw arno fo.,welsh,They smiled at him.
Gwenasant nhw arno fe.,welsh,They smiled at him.
Wyt ti'n mynd i brynu y car 'na.,welsh,Are you going to buy that car?
Dw i newydd dweud wrthi hi.,welsh,I just told her.
Mae Tom yn astudio nawr.,welsh,Tom is now studying.
Mae Tom yn astudio rŵan.,welsh,Tom is now studying.
Pryd gyrhaeddaist ti yno?,welsh,When did you arrive there?
Pryd gyraeddasoch chi yno?,welsh,When did you arrive there?
Tom ydy enw'r dyn.,welsh,The man's name is Tom.
Mae Tom yn smwddio ei grysiau.,welsh,Tom is ironing his shirts.
Sychodd hi ei hwyneb.,welsh,She dried her face and brushed her hair.
Mae fy nant yn brifo.,welsh,My tooth hurts.
Mae hi wedi colli ei hallwedd.,welsh,She's lost her car key.
Mae hi wedi colli ei goriad.,welsh,She's lost her car key.
Collodd hi ei hallwedd.,welsh,She's lost her car key.
Collodd hi ei goriad.,welsh,She's lost her car key.
Dylet ti wrando ar dy imâm.,welsh,You should listen to your imam.
Dylech chi wrando ar eich imâm.,welsh,You should listen to your imam.
Dw i'n byw ar yr un llawr â Tom a Mary.,welsh,I live on the same floor as Tom and Mary do.
Rydw i'n byw ar yr un llawr â Tom a Mary.,welsh,I live on the same floor as Tom and Mary do.
Galwodd Sami fi eto.,welsh,Sami called me again.
Yerevan ydy prifddinas Armenia.,welsh,Yerevan is Armenia's capital.
Maen nhw eisiau dod.,welsh,They want to come.
Dydy fy enw ddim yn bwysig.,welsh,My name is not important.
Honnodd Mary bod hi'n ddieuog.,welsh,Mary claimed she was innocent.
Roedd Sami'n eistedd yn ei gar.,welsh,Sami was sitting in his car.
Daeth hi adre a gwnaeth hi ei gwaith cartref.,welsh,She came home and did her homework.
Dw i ddim yn meddwl fod Tom yn cysgu'n dal.,welsh,I don't think Tom is still asleep.
Rydw i ddim yn meddwl fod Tom yn cysgu'n dal.,welsh,I don't think Tom is still asleep.
Wyt ti eisiau mynd i'r gofod?,welsh,Do you want to go to space?
Ydych chi eisiau mynd i'r gofod?,welsh,Do you want to go to space?
Dych chi eisiau mynd i'r gofod?,welsh,Do you want to go to space?
Dach chi eisiau mynd i'r gofod?,welsh,Do you want to go to space?
Gwelaist ti ormod o ffilmiau.,welsh,You’ve seen too many movies.
Gwelsoch chi ormod o ffilmiau.,welsh,You’ve seen too many movies.
Dyw Tom na Mary ddim wedi addo dod.,welsh,Neither Tom nor Mary has promised to come.
Gadawodd Sami yr ystafell ddosbarth.,welsh,Sami left the classroom.
Mae Tom a Mary yn mynd i'm helpu fi.,welsh,Tom and Mary are going to help me.
"Dywedodd Mary ei bod hi'n meddwl bod angen i Tom gael £300 o leiaf, er mwyn prynu popeth mae angen.",welsh,Mary said she thought Tom would need at least $300 to buy everything he needed.
Dywedodd hi baset ti'n gwneud hynny iddi.,welsh,She said you'd do that for her.
Dywedodd Mary ei bod hi'n barod i'n helpu ni.,welsh,Mary says she's willing to help us.
Ysgrifennodd Tom draethawd yn Ffrangeg.,welsh,Tom wrote an essay in French.
"Mae'n ddiymhongar, onid yw e?",welsh,"He's unassuming, isn't he?"
Dywedodd Mary oedd hi'n gwybod baswn i'n dod.,welsh,Mary said she knew that I'd come.
Doeddwn i ddim yn ystyried teimladau Tom o gwbl.,welsh,I didn't consider Tom's feelings at all.
Mae Islam wedi'm gwaredu fi.,welsh,Islam has liberated me.
"Mae Mary bron wedi cwpla, onid yw hi?",welsh,"Mary is almost done, isn't she?"
Gobeithiodd y bydd yn clywed ohoni.,welsh,He hoped he might hear from her.
Mae Mary wedi mynd â'i phlant i Awstralia.,welsh,Mary took her children to Australia.
Mae Mary yn gwybod y bydd Tom yn gwneud hynny yn y diwedd.,welsh,Mary says she knows Tom will eventually do that.
Mae Layla yn edrych fel ei chwaer hi.,welsh,Layla looks like her little sister.
Sylweddolodd Mary 'does dim ffordd ei bod hi'n gallu gwneud hynny.,welsh,Mary realized there was no way she could do that.
Cododd Mary o'i chadair hi.,welsh,Mary rose from her chair.
Roedd Sami yn gwisgo crys glas.,welsh,Sami was wearing a blue shirt.
Rydw i'n moyn eistedd ar fy mhen fy hun.,welsh,I want to sit by myself.
Dyw Sami ddim yn meddwl bod Layla yn perfformio'n dda.,welsh,Sami doesn't think Layla is performing well.
Dywedodd Tom a Mary wrthaf eu bod nhw'n hoffi mynd i gynherddau.,welsh,Tom and Mary told me they liked going to concerts.
Roedd fel y fagddu.,welsh,It was completely pitch black.
Doedd hi byth yn edrych arnof.,welsh,She never looked at him.
Oedd Sami yn hoffi bod yn wahanol.,welsh,Sami liked being different.
Mae'r ystafell bron yn wag.,welsh,The room is almost empty.
Roedd Tom yn arfer bod yn hyfforddwr ci proffesiynol.,welsh,Tom used to be a professional dog trainer.
Mae Mary yn dweud ei bod hi heb wedi cysgu ers 24 awr.,welsh,Mary says she hasn't slept in 24 hours.
Bwyton ni'r cinio mewn bwyty agos.,welsh,We ate dinner at a nearby restaurant.
Dydw i ddim yn gwybod llawer.,welsh,I don't really know that much.
"Mae'n llwglyd hefyd, onid yw hi?",welsh,"She's hungry, too, isn't she?"
Mae hi wastad yn cario'i chamera gyda hi ym mhobman.,welsh,She always carries her camera with her.
Mae'r nifer o bobl sydd wedi marw o Nipah yn eitha bach.,welsh,The number of people who have died from Nipah is relatively small.
Mae'n rhaid i ni ganiatáu i Tom wneud hynny.,welsh,We need to allow Tom to do that.
Wyt ti'n dal i fod yn benderfynol o wneud hynny?,welsh,Are you still determined to do that?
Mae Sami wedi dweud wrthon ni am ei brofiadau.,welsh,Sami told us about his own experiences.
Mae'n gwybod ei fod yn gallu dy drystio di.,welsh,He knows that he can trust you.
Mae Tom a Mary yn gobeithio eu bod nhw'n gallu gwneud hynny.,welsh,Tom and Mary hope they can do that.
Yn y dechreuad y creodd Duw y nefoedd a’r ddaear.,welsh,In the beginning God created the heaven and the earth.
"A Duw a ddywedodd, Bydded goleuni, a goleuni a fu.",welsh,And God said: Let there be light. And there was light.
"A Duw a welodd y goleuni, mai da oedd: a Duw a wahanodd rhwng y goleuni a’r tywyllwch.",welsh,And God saw the light that it was good; and he divided the light from the darkness.
Athro dw i.,welsh,I am a teacher.
Athrawes dw i.,welsh,I am a teacher.
Mae Donald Trump yn gancr oddi ar ddynoliaeth,welsh,Donald Trump is a cancer upon humanity.
Mae Donald Trump yn gancr oddi ar y ddaear hon.,welsh,Donald Trump is a cancer upon this earth.
Arosan ni ar gyfer Tomas.,welsh,We'll wait for Tom.
Pryd digwyddodd hyn?,welsh,When did it happen?
Does dim triniaeth ar gyfer COVID-19,welsh,There is no treatment for COVID-19.
"Stopiwch leidr, stopiwch leidr!",welsh,"Stop thief, stop thief!"
Mae’r cawl yn rhy boeth.,welsh,The soup is too hot.
Peidiwch!,welsh,Stop it!
Paid!,welsh,Stop it!
Stopiwch!,welsh,Stop it!
Stopia!,welsh,Stop it!
Mae Tomos yn fawddyn.,welsh,Tom is vile.
Mae gynni hi ychydig lyfrau.,welsh,She has a few books.
Dwi eisiau gweithio mewn Ysbyty.,welsh,I want to work in a hospital.
Dwi’n bwyta reis bob dydd.,welsh,I eat rice every day.
Oedd Tomas yn gwybod?,welsh,Did Tom know?
Croesawyd ef â banllefau gan y bobl.,welsh,He was welcomed with loud shouting by the people.
Beth yw'r afon wrth y mor?,welsh,What is the river compared with the sea?
Mae'r llyfrgell mor bell â'r orsaf.,welsh,The library is as far as the station.
Mae'r ferch yn dewach na'r bachgen.,welsh,The girl is fatter than the boy.
Fi ydy'r gorau.,welsh,I am the best.
Chi ydy'r tala.,welsh,You are the tallest one.
Nhw ydy'r gwaetha.,welsh,They are the worst.
Nhw oedd y gwaetha.,welsh,They were the worst.
Wyt ti'n gwrando arna' i?,welsh,Are you listening to me?
Maen nhw'n edrych arnon ni.,welsh,They're looking at us.
Rydw i'n rhoi anrheg iddi hi.,welsh,I'm giving her a present.
Wyt ti wedi gofyn iddyn nhw?,welsh,Have you asked them?
Wyt ti wedi gweld llun ohoni hi?,welsh,Have you seen a picture of her?
Maen nhw'n siarad amdanoch chi.,welsh,They're talking about you.
Wyt ti'n poeni amdani hi?,welsh,Are you worried about her?
Wyt ti'n mynd i ysgrifennu ati hi?,welsh,Are you going to write to her?
Dw i wedi anfon llythyr atyn nhw.,welsh,I have sent a letter to them.
Dych chi ddim yn gweithio'n galed.,welsh,You aren't working hard.
Dydy'r plant ddim yn chwarae pêl droed yn y parc.,welsh,The children are not playing football in the park.
Paid â chodi pais wedi pisio.,welsh,Don't cry over spilt milk.
Dydi o ddim gwerth rhech defaid.,welsh,The game is not worth the candle.
Roedd rhech Capel.,welsh,It was a silent fart.
Roedd fel rhech mewn pot jam,welsh,It was as useless as a chocolate teapot.
Mae Tom yn goc oen.,welsh,Tom's a dick.
Roeddech chi'n gweithio'n galed.,welsh,You were working hard.
Roedd hi'n siopa yn Llundain.,welsh,She was shopping in London.
Roedd y llyfrau ar y bwrdd.,welsh,The books were on the table.
Doedd y plant ddim yn y gwely.,welsh,The children weren't in bed.
Roeddw i'n rhy hwyr.,welsh,I was too late.
Oeddwn i'n rhy hwyr?,welsh,Was I too late?
Roedd problem.,welsh,There was a problem.
Roedd 'na broblem.,welsh,There was a problem.
Doedd yr ateb ddim yn iawn.,welsh,The answer wasn't right.
Doedd yr ateb ddim yn iawn.,welsh,The answer was not right.
Mae o’n fel rhech mewn pot jam,welsh,It is as useless as a chocolate teapot.
Dwi i wedi cachu.,welsh,I shat.
Mae o wedi meddwi.,welsh,He is drunk.
Fe welodd hi'r ffilm neithiwr.,welsh,She saw the film last night.
Wisgais i ddim ffrog newydd ddoe.,welsh,I didn't wear a new dress yesterday.
Mi aethon nhw i chwarae yn y parc ar ôl yr ysgol.,welsh,They went to play in the park after school.
Mi es i i'r gwely'n gynnar neithiwr.,welsh,I went to bed early last night.
Fe aeth y plant i'r ysgol ar y bws.,welsh,The children went to school on the bus.
Fe ddest ti i'r gwaith gyda Tom y bore 'ma.,welsh,You came to work with Tom this morning.
Bydd rhaid i ni brysur.,welsh,We'll have to hurry.
Os gwelwch yn dda.,welsh,Please.
Wyt ti wedi gweld y ffilm ‘Inception’?,welsh,"Have you seen the movie ""Inception""?"
Mae’r dyn yn fawr.,welsh,The man is big.
Rhaid i ni trio stopio hi.,welsh,We've got to try and stop her.
Mae car newydd ganddi hi.,welsh,She has a new car.
Diolch am agor y drws.,welsh,Thanks for opening the door.
Allwn i ddim yn gwneud hynny eto.,welsh,I couldn't do that again.
Mae problem gyda Tom.,welsh,Tom has got a problem.
Gweithion nhw drwy'r nos.,welsh,They worked all night.
Mae Tom yn anghywir fel arfer.,welsh,Tom is wrong as usual.
Roedd e'n tecstio ei ffrind e.,welsh,He was texting his friend.
Dw i ddim eisiau mynd yn ôl adre eto.,welsh,I don't want to go back home yet.
Dyw Tom ddim yn hoffi cwrw neu win.,welsh,Tom doesn't like beer or wine.
Mae Tom wedi ennill eto.,welsh,Tom has won again.
"Mae hi'n gyfeillgar i bawb, ond yw hi?",welsh,"She's friendly to everyone, isn't she?"
Roedd Sami a Layla yn chwerthin.,welsh,Sami and Layla were laughing.
Dych chi’n deall y cwestiwn yma?,welsh,Do you understand this question?
Mae’n rhy hwyr i fynd nawr.,welsh,It's too late to go now.
Ti’n gwylio ffilm.,welsh,You're watching a film.
Dylech chi dechrau dysgu Ffrangeg.,welsh,You should start learning French.
Dwedodd e fod e’n gwneud ei waith cartef.,welsh,He said he'd do his homework.
Roedd e’n bwrw eira.,welsh,It was snowing.
Dyw Tom ddim yn gallu gweithio'r wythnos yma.,welsh,Tom is unable to work this week.
Rhaid iddo fe gwneud e nawr.,welsh,He must do it now.
Galla i'n siarad Saesneg yn barod.,welsh,I can already speak English.
Beth yn nhw'n gwneud yma heno?,welsh,What are they doing here tonight?
Mae hi'n hapus gyda'i swydd newydd.,welsh,She's happy with her new job.
Ydy fory yn rhy fuan?,welsh,Is tomorrow too soon?
Ga i defnyddio dy ffôn di?,welsh,Could I use your phone?
Yn bendant!,welsh,Definitely!
Gwych!,welsh,Brilliant!
Anghredadwy!,welsh,Unbelievable!
Yn wir?,welsh,Really?
Shwmae.,welsh,Hi.
Hwrê!,welsh,Hooray!
Neidia!,welsh,Jump!
Sori!,welsh,Sorry!
Cyfrinair?,welsh,Password?
Arhosa!,welsh,Wait!
Ceisia!,welsh,Try!
Dechreua!,welsh,Begin!
Siarada!,welsh,Speak!
Gwrandawa.,welsh,Listen.
Atebwch!,welsh,Answer!
Sgwenna!,welsh,Write!
Gwena.,welsh,Smile.
Yn anffodus!,welsh,Unfortunately!
Arhoswch.,welsh,Wait.
Mae'n flin 'da fi.,welsh,Sorry.
Sori.,welsh,Sorry.
Joiwch!,welsh,Enjoy!
Mwynhewch.,welsh,Enjoy.
Yn barod!,welsh,Ready!
Yn union!,welsh,Exactly!
Cwffia!,welsh,Fight!
Canwch!,welsh,Sing!
Eistedda!,welsh,Sit!
Eisteddwch!,welsh,Sit!
Dydy hi ddim yn rhy anodd i ddysgu Ffrangeg.,welsh,It isn't too hard to learn French.
Gwraig tŷ dw i.,welsh,I'm a housewife.
Dw i'n mynd i fod yn ewythr.,welsh,I am going to be an uncle.
Mae pob un o'n myfyrwyr yn astudio Ffrangeg.,welsh,All of our students are studying French.
Cewch wared ohono fe.,welsh,Get rid of him.
Aeth Tom i'r gampfa.,welsh,Tom went to the gym.
Dych chi'n hoffi bwyta caws?,welsh,Do you like to eat cheese?
"Athrawes dych chi, Mary?",welsh,"Are you a teacher, Mary?"
