dialogue,classification,translation
"I bah ine-ine i lah iap. Balei ngan leit sha jingontep jong i haba nga lah thikna, in nym wan sha jingontep jongnga?",khasi,"Mr So-and-So is dead. Why would I bother going to his funeral since, I am certain, he won't come to mine?"
Nga pyrshang ban install ka browser thymmai.,khasi,I tried to install a new browser.
Phim lah ban thied iakane.,khasi,You can't afford this.
U pyni iangi kumno ban ñiah kulai.,khasi,He showed us how to ride a horse.
Ngan nym iathuh iaki kata.,khasi,I'm not going to tell them that.
Kam pat ju jia ha nga ba u Tom um kwah ban leit bad ngi.,khasi,It never occurred to me that Tom wouldn't want to go with us.
Ka phone u Tom ka pah.,khasi,Tom's phone rang.
U ai kajuh ka jubab kum kaba hashuwa.,khasi,He gave the same answer as before.
Nga khlem vote iaphi.,khasi,I didn't vote for you.
Ka jylliew kane ka nan?,khasi,Is this lake deep?
Nga khlem dih ka um.,khasi,I didn't drink the water.
Sa shiphang u Tom u lap ia ka Mary.,khasi,Tom soon caught up with Mary.
Uwei-pa-uwei naki u don kali.,khasi,Each of them has his own car.
Don tennis court hangne?,khasi,Is there a tennis court around here?
Phi poi iohi iaka mynnin?,khasi,Did you happen to see her yesterday?
Mynta ki por ym don ba ngeit rngai.,khasi,Nowadays no one believes in ghosts.
"Nga tharai ngan sa bunkam bha, tangba hadien ka test ngan sa ioh por kham bun.",khasi,"I think I'll be very busy, but after the test I will have more time."
Balei phim sngewtynnad ianga?,khasi,Why don't you like me?
Nga leit sha Tokyo ban thied kane ka kot.,khasi,I went to Tokyo to buy this book.
"Lada long, ngan sngewtynnad eh ban pule shuh shuh shaphang kane ka kam.",khasi,"If possible, I'd like to read more about the issue."
Nga tip phi don maphi kato.,khasi,I know you have it with you.
Nga ai khublei iaphi naduh ka dohnud jongnga.,khasi,Thank you with all my heart.
U Tom u pynlait im ianga.,khasi,Tom just saved my life.
Shu iathuh ianga jia aiu.,khasi,Just tell me what's going on.
Ki i kumba ki tip lut shaphang jongngi.,khasi,They seem to know all about us.
Nga khlem ong kata. Kata dei tang ka jing batai jongphi.,khasi,I didn't say that. That's your interpretation.
Nga sngewtynnad ki briew kiba pynsamrkhie.,khasi,I like funny guys.
Phi i kumba phi kylli ia u Tom bun jingkylli bha.,khasi,You seem to ask Tom a lot of questions.
"Phi kylli bun jingkylli bha, hato kam dei?",khasi,"You really do ask a lot of questions, don't you?"
Balei phi shait kylli bun jingkylli bha?,khasi,Why do you always ask so many questions?
U Tom u kylli ianga bun ki jingkylli kiba ngam lah jubab.,khasi,Tom asked me a lot of questions that I couldn't answer.
U Tom u kylli ianga bun ki jingkylli ba haduh ngam lah jubab.,khasi,Tom asked me a lot of questions that I couldn't answer.
Phi lah iohsngew ba khatduh-khatwai u lah wanphai ïing?,khasi,Have you already heard that he has finally returned home?
Phi lah thied lypa ka ticket jong phi?,khasi,Have you already bought your ticket?
Ka long ka briew kaba bhabriew bha.,khasi,She is a very beautiful woman.
Ka kmie rabbit ka pynsyaid ia ki khunkhun lyngba ka jingsyaid ka met jong ka.,khasi,A mother rabbit keeps her babies warm with her own body.
Nga duh noh ia i paieid jongnga na ka daw jong ka cancer mynta u snem.,khasi,I lost my grandfather to cancer this year.
Nga dang pule Japanese.,khasi,I'm learning Japanese.
U Tom u kynshait ia ka Mary bad ka kynshait kylla ia u.,khasi,Tom splashed Mary and she splashed him back.
U Tim bad ka Mary kim pat tip satia u John udei uei.,khasi,Tom and Mary still don't know who John is.
U Tom u kyrpad iaka Mary ban iarap ia u.,khasi,Tom has asked Mary to help him.
Ngin pyrshang ban iarap?,khasi,Should we try to help?
Maka ruh ka tip ia kata.,khasi,She knows that as well.
Kane ka dei ka jongnga.,khasi,This belongs to me.
Une udei u jongnga.,khasi,That is mine.
Ngam bam re kane ka dohkha.,khasi,I'm not eating this fish.
Ngam lah rai da kano ka lad ban leit sha Boston.,khasi,I can't decide which route to take to Boston.
"Phin shet na ka bynta jongngi mynta ka miet, em?",khasi,"You'll cook for us tonight, won't you?"
U Tom u sei ia u shabi bad u plie ia ka jingkhang.,khasi,Tom pulled out his key and opened the door.
Kumno phi ioh jingbit ban leh ia kata?,khasi,How did you get permission to do that?
U Sami um tieng iaka khlaw.,khasi,Sami is not afraid of the jungle.
Um i kumba u lah thait.,khasi,He doesn't look like he's tired.
U la phla ba u la leh shiliang.,khasi,He admitted that he was biased.
Ki lah lah ban pyndep hi da lade.,khasi,They could've done it by themselves.
U Tom um shem la ioh mynsiem ban leh ia kato.,khasi,Tom wasn't very motivated to do that.
"Namar ka Mary ka shitom, nga thikna ba kan nym leh ia kata.",khasi,"Since Mary is sick, I'm sure she won't do that."
Nga tip u Tom bad Ka Mary kin sa isih ia kane.,khasi,I know Tom and Mary are going to hate this.
Ka dang khapñiah.,khasi,It's still crowded.
Ka Mary ka ong ba ka kwah ban iap.,khasi,Mary said that she wanted to die.
Lada dei nga ngan leit kai sha Boston.,khasi,I'd visit Boston if I were you.
U Tom u leit bamkhana lem bad ka Mary bad ku bahaïing jongka.,khasi,Tom went on a picnic with Mary and her family.
Shu kyrmen ba ka Mary kan lah ban leh hi da lade.,khasi,Let's hope that Mary can handle that by herself.
"Lada nga ïohi ia ka Mary mynnin, nga lah kren ia ka.",khasi,"If I'd seen Mary yesterday, I would've talked to her."
Kim shah iaphi ba phin leh kumto hangne.,khasi,They won't permit you to do that here.
Kin ym shah iaphi ba phin leh kumto hangne.,khasi,They won't permit you to do that here.
Nga tharai ngi hap ban wad shaei u Tom bad ka Mary ki ia don.,khasi,I think we need to find out where Tom and Mary are.
U Tom bad ka Mary kim poi pyrkhat ba u John un leh shisha ia kato mynta ka sngi.,khasi,Tom and Mary said they didn't think John really needed to do that today.
U Tom bad ka Mary ki kam ba ki lah dep leh lypa ia kato.,khasi,Tom and Mary claim they've done that already.
Ka Mary ka hap ban phla ba ka la bakla.,khasi,Mary had to admit she was wrong.
Ki iathuh iangi ia kaei ba ki tip.,khasi,They told us what they knew.
Balei phi pyrkhat ba u Tom bad ka Mary ki bieij.,khasi,Why do you think Tom and Mary are stupid?
Balei phi pyrkhat ba u Tom bad ka Mary ki kale.,khasi,Why do you think Tom and Mary are stupid?
Ka thok ban iada iaka longïing jongka.,khasi,She lied to protect her family.
Ka ong ba ka la kdang.,khasi,She said that she was full.
Ka Mary kam sngewtynnad ban ai dud ha coffee jongka.,khasi,Mary doesn't like milk in her coffee.
Ka Mary ka shim ia ka coat bad ka la mih.,khasi,Mary grabbed her coat and left.
Um shem lah ban leh hi da lade.,khasi,He couldn't do that by himself.
U Tom u dei u ba nyngkong ban iarap iangi.,khasi,Tom was the first one to volunteer to help us.
Nga park ia ka kali hangtei.,khasi,My car is parked over there.
Ngam nang kumno ba ngan sakhi ba ngam don ha Boston.,khasi,I don't know how to prove I wasn't in Boston.
Ka Mary ka ai ha nga shuwa ba kan khlad.,khasi,Mary gave it to me before she died.
Ka Mary ka ai hanga shuwa ba kan iap.,khasi,Mary gave it to me before she died.
Iathuh ianga kumno phi tip ba nga keh ia kato.,khasi,Tell me how you found out that I did that.
U Sami unhap ban shaniah ia ka Layla.,khasi,Sami needs to trust Layla.
U Tom bad ka Mary kim tip ba nga kwah iaki ba kin leit noh.,khasi,Tom and Mary don't know that I wish they'd leave.
"U Tom bad nga, ngi ia long paralok mynba ngi sah ha Boston.",khasi,Tom and I became friends when we both lived in Boston.
Ka Mary ka ong ba kam kwah bannkeh shuh ia kato lano lano ruh.,khasi,Mary said she doesn't want to ever do that again.
Phi sia phi ia pahuh por shibun.,khasi,You guys have too much time on your hands.
U Sami u pynbor ia ka Layla ba kan thok.,khasi,Sami forced Layla to lie.
U Sami u pynbor ia ka Layla ban thok.,khasi,Sami forced Layla to lie.
Ka lok u Sami ka don hangto.,khasi,Sami's wife was there.
"U Tom bad ka Mary ki lah dei ban lah pyndep ia kato, tangba kim shem la leh.",khasi,"Tom and Mary could've done that, but they didn't."
U Tom bad ka Mary Ki ong ba ki kwah ban leh bha kumba u John u leh.,khasi,Tom and Mary said they wished they could do that as well as John.
Phi tip mano ba dei kmie u Tom?,khasi,Do you know who Tom's mother is?
Phi tip i kmie u Tom dei mano?,khasi,Do you know who Tom's mother is?
Ka Mary ka kular ianga ba kan leh ia kato hashuwa ba kan leit sha ïing.,khasi,Mary promised me that she'd do that before she went home.
Imat u Tom bad ka Mary ki don ha ïing.,khasi,It looks like Tom and Mary are home.
Kim pat dep bam ja sngi.,khasi,They haven't finished their lunch yet.
U Tom bad ka Mary ki ong ba kim poi pyrkhat ba kin lah ban leh ia kato mynta.,khasi,Tom and Mary said they didn't think they could do that now.
U Tom u dang pynleit jingmut.,khasi,Tom is still paying attention.
Nga kyrmen ba ka Mary kan leh ia kaeinkaba ngi phah iaka.,khasi,I just hope Mary does what we asked her to do.
U Sami um ju burom ianga.,khasi,Sami was never respectful to me.
U Tom bad ka Mary ki i kumba kim pat thiah da ki sngi.,khasi,Tom and Mary looked like they hadn't slept in days.
Don ba tip shano u Tom bad ka Mary ki don?,khasi,Does anyone know where Tom and Mary are?
Don mano mano ba tip shaei U Tom bad ka Mary ki don?,khasi,Does anyone know where Tom and Mary are?
Don mano mano ba tip hangno u Tom bad ka Mary ki don?,khasi,Does anyone know where Tom and Mary are?
Don mano mano ba tip shano U Tom bad ka Mary ki don?,khasi,Does anyone know where Tom and Mary are?
Don mano mano ba tip haei U Tom bad ka Mary ki don?,khasi,Does anyone know where Tom and Mary are?
Don ba tip shaei u Tom bad ka Mary ki don?,khasi,Does anyone know where Tom and Mary are?
Don ba tip hangno u Tom bad ka Mary ki don?,khasi,Does anyone know where Tom and Mary are?
Don ba tip haei u Tom bad ka Mary ki don?,khasi,Does anyone know where Tom and Mary are?
Ngam jied bam.,khasi,I'm not usually picky about food.
Nga bam naphang.,khasi,I'm not usually picky about food.
Ka pynsngewtynnad ianga ba phi nang kumno ban leh ia kato.,khasi,It impresses me that you know how to do that.
Ka pynsngewtynnad ianga ba pha nang kumno ban leh ia kato.,khasi,It impresses me that you know how to do that.
Ka pynsngewtynnad ianga ba me nang kumno ban leh ia kato.,khasi,It impresses me that you know how to do that.
Ka Mary ka khap lut ia ki dur ba don u Tom.,khasi,Mary cut up all the pictures she had of Tom.
U Tom bad ka Mary kim shem iathuh ia u John ki donkam ban thied aiu.,khasi,Tom and Mary didn't tell John what they needed to buy.
U Tom bad ka Mary kim iathuh ia u John ki donkam ban thied aiu.,khasi,Tom and Mary didn't tell John what they needed to buy.
U Tom bad ka Mary ki khlem iathuh ia u John ki donkam ban thied aiu.,khasi,Tom and Mary didn't tell John what they needed to buy.
U Sami u dang peit ia kane ka video.,khasi,Sami was watching this video.
Ngam kwah ban shah iohi ianga bad u Tom.,khasi,I don't want anyone to see me with Tom.
U Tom bad ka Mary kim lah shuh ban trei.,khasi,Tom and Mary can no longer do their jobs.
U Tom bad ka Mary kim pat kwah ban shongthait.,khasi,Tom and Mary don't want to retire.
Ka Mary ka ong ba kan ym leh.,khasi,Mary said that she wouldn't do it.
U Tom u don ha la ka jong ka pyrthei.,khasi,Tom lives in his own world.
Ka Mary ka don ha la ka jong ka pyrthei.,khasi,Mary lives in her own world.
U Tom bad ka Mary ki dei ki trai jong katei ka ïing hangtei.,khasi,Tom and Mary own the house up the street.
Map. Nga khlem mut ban mut eiei.,khasi,I'm sorry. I didn't mean to imply anything.
Wat sngew eiei. Nga khlem mut ban mut eiei.,khasi,I'm sorry. I didn't mean to imply anything.
Ngi kwah kaba bha iaphi.,khasi,We want what's best for you.
Ngi kwah kaba bha na ka bynta jong phi.,khasi,We want what's best for you.
Kine ki patlun kim biang ianga.,khasi,These pants don't fit me.
Kine ki patlun kim ñiam ianga.,khasi,These pants don't fit me.
Kane ka patlun kam biang ianga.,khasi,These pants don't fit me.
Kane ka patlun kam ñiam ianga.,khasi,These pants don't fit me.
Ngam kynmaw ba dei u Tom uba aikylliang ha nga ia ka kot ne dei ba nga shimkylliang na library.,khasi,I don't remember if Tom lent me the book or if I borrowed it from the library.
Nga tip ngi lah ban sumar hi ialade lada ngi pyrshang.,khasi,I know we can take care of ourselves if we try.
"Phim tip ba ka Mary ka hap ban leh hi da lade ia kato, hato phi tip?",khasi,"You didn't know Mary was supposed to do that by herself, did you?"
Dei tang u Tom uba tip aiu ban leh.,khasi,Tom is the only one who really knows what to do.
Dei tang u Tom uba tip ban leh kumno.,khasi,Tom is the only one who really knows what to do.
Tip u Tom un ai nym ai ianga ba ngan ñiah.,khasi,I wonder whether Tom would let me drive.
Tip u Tom un ai ne kumno ianga ban ñiah.,khasi,I wonder whether Tom would let me drive.
Ka Mary ka len ba ka dei maka kaba la leh ia kato.,khasi,Mary denied that she was the one who had done that.
Ka Mary ka len ba ka dei maka kaba la leh ia kata.,khasi,Mary denied that she was the one who had done that.
Ka Mary ka len ba ka dei maka kaba la leh kumto.,khasi,Mary denied that she was the one who had done that.
Ka Mary ka len ba ka dei maka kaba la leh kumta.,khasi,Mary denied that she was the one who had done that.
"U Tom um sah jngai na nga, tangba ngam ju iohi than ia u.",khasi,"Tom doesn't live far from me, but I don't see him very often."
"U Tom um sah jngai na nga, tangba ngam da iohi than ia u.",khasi,"Tom doesn't live far from me, but I don't see him very often."
Ka shait sngewtynnad.,khasi,It used to be such fun.
Ka Mary ka ong ba u Tom un sa sngewkmen ban iohi iaka.,khasi,Mary said she thought Tom would be glad to see her.
Ka Mary kam sngewtynnad iaka sofa bathymmai jongka.,khasi,Mary doesn't like her new sofa.
Ka Mary ka pyrshang ban iada iaki khun jongka.,khasi,Mary tried to protect her kids.
Ka Mary ka ong ba kam bunkam lashai.,khasi,Mary says she's not busy tomorrow.
U Tom u don bun ki paralok ha Australia.,khasi,Tom has lots of friends in Australia.
Ka ong ba ka kwah ban iashong bad nga.,khasi,She said she wanted to marry me.
Phi lah ban shah behkam lada phi leh kumba bthah u Tom iaphi.,khasi,You might get fired if you do that the way Tom told you to.
Me lah ban shah behkam lada me leh kumba bthah u Tom iame,khasi,You might get fired if you do that the way Tom told you to.
Pha lah ban shah behkam lada pha leh kumba bthah u Tom iapha.,khasi,You might get fired if you do that the way Tom told you to.
U Sami u la shah kem.,khasi,Sami was arrested.
U don dakmong ha kjat kamon.,khasi,He has a bruise on his right leg.
U don dak jingmong ha kjat kamon.,khasi,He has a bruise on his right leg.
U ong ba u donkam ban leit thiedjingthied.,khasi,He said he needs to go shopping.
Ngan leit sha Australia lashembnai.,khasi,I'm going to Australia the month after next.
Ngan leit sha Australia ha u bnai ban sa wan.,khasi,I'm going to Australia the month after next.
U Sami u dih kynja hashuwa ban leit kam shipai.,khasi,Sami smoked weed before he joined the military.
Ki ong ba ki tieng ban leit shato.,khasi,They said they were afraid to go there.
Ki ong ba ki tieng ban leit shatai.,khasi,They said they were afraid to go there.
Ki ong ba ki tieng ban leit shata.,khasi,They said they were afraid to go there.
Ki ong ba ki tieng ban leit shatei.,khasi,They said they were afraid to go there.
U Tom u iathuh ia ka Mary ba um nang ban put saxophone.,khasi,Tom told Mary that he didn't know how to play the saxophone.
Nga da mut shisha ba u Tom bad ka Mary ki thngan.,khasi,I really thought Tom and Mary were hungry.
Ngam lah shah shuh iaka jingkhkemakor u Tom.,khasi,I can't put up with Tom's bad manners any longer.
U don ka hok ban iada ialade.,khasi,He had the right to defend himself.
U Tom u lah dep lypa ban hikai ianga ban leh kato.,khasi,Tom has already taught me how to do that.
Ai chalk.,khasi,Give me a piece of chalk.
Phim dei ban leh kum kato da lade.,khasi,You should not do that kind of thing by yourself.
Mem dei ban leh kum kato da lade.,khasi,You should not do that kind of thing by yourself.
Pham dei ban leh kum kato da lade.,khasi,You should not do that kind of thing by yourself.
Ngan sa phah rah ha u ia kane ka synduk shalor.,khasi,I'll get him to carry this box upstairs.
Ngan sa phah rah ha u ia kane ka synduk shajrong.,khasi,I'll get him to carry this box upstairs.
Nga iohi ia ia u Tom ba u mareh shathie.,khasi,I saw Tom running down the street.
Nga iohi u Tom u mareh shathie.,khasi,I saw Tom running down the street.
Nga bthah ia u Tom ba un ym pynlut por ban leh ia kato.,khasi,I advised Tom not to waste his time trying to do that.
Ka Mary ka song kyrkieh ia ka suitcase.,khasi,Mary hastily packed her suitcase.
Lah slem u Tom um pat jngi.,khasi,Tom hasn't been swimming in a long time.
Bunsien ngi bam im ia ka dohkha ha Japan.,khasi,We often eat fish raw in Japan.
Ha Japan bunsien ngi bam im ia ka dohkha.,khasi,We often eat fish raw in Japan.
Bunsien ha Japan ngi bam im ia ka dohkha.,khasi,We often eat fish raw in Japan.
Khublei na ka bynta baroh.,khasi,Thanks for everything.
Phi leh aiu ha ka por ba i wan?,khasi,What were you doing when she came?
Phi leh aiu ha ka por ba ka wan?,khasi,What were you doing when she came?
Me leh aiu ha ka por ba i wan?,khasi,What were you doing when she came?
Me leh aiu ha ka por ba ka wan?,khasi,What were you doing when she came?
Pha leh aiu ha ka por ba i wan?,khasi,What were you doing when she came?
Pha leh aiu ha ka por ba ka wan?,khasi,What were you doing when she came?
U Tom u demkhohsiew.,khasi,Tom was kneeling.
U Tom u dang demkhohsiew.,khasi,Tom was kneeling.
Nga tip ba ka jynjar iaphi ba phin sngewthuh.,khasi,I know this is hard for you to understand.
Nga tip ba ka jynjar iame ba men sngewthuh.,khasi,I know this is hard for you to understand.
Nga tip ba ka jynjar iapha ba phan sngewthuh.,khasi,I know this is hard for you to understand.
U Tom u lap ba ka Mary kam nang pule.,khasi,Tom has found out Mary can't read.
U Tom u lap ba ka Mary kam lah ban pule.,khasi,Tom has found out Mary can't read.
"Add ianga ha Facebook. He, kaei kata? Shisha seh, phim ju leh Facebook? Kamut phim don paralok eiei. Sngewsih.",khasi,"Friend me on Facebook. Huh, what's that? Really, so you don't do Facebook? You must not have any friends. That's terrible."
Ngam tip bha shaphang jong u.,khasi,I knew very little about him.
Ngan da bna bha shaphang jong u.,khasi,I knew very little about him.
Kumno sa don ki jaid briew kum maphi?,khasi,How do people like you get to be people like you?
Kumno sa don ki jaid briew kum mame?,khasi,How do people like you get to be people like you?
Kumno sa don ki jaid briew kum mapha?,khasi,How do people like you get to be people like you?
Ngi tip ba phin sa kwah ban wan bad ngi.,khasi,We thought you might want to come with us.
Ngi tip ba men sa kwah ban wan bad ngi.,khasi,We thought you might want to come with us.
Ngi tip ba phan sa kwah ban wan bad ngi.,khasi,We thought you might want to come with us.
Balei phim ju iathuh ianga shaphang kata?,khasi,Why didn't you ever tell me that?
Balei pham ju iathuh ianga shaphang kata?,khasi,Why didn't you ever tell me that?
Balei mem ju iathuh ianga shaphang kata?,khasi,Why didn't you ever tell me that?
U Tom u sah marwei bad u ksew jong u.,khasi,Tom lives alone with his dog.
U lah pynhiar kyrdan iaphi.,khasi,He demoted you.
U lah pynhiar kyrdan iame.,khasi,He demoted you.
U lah pynhiar kyrdan iapha.,khasi,He demoted you.
Phim dei ban ngeit lut kat kaba u Tom u ong.,khasi,You shouldn't believe everything Tom says.
Mem dei ban ngeit lut kat kaba u Tom u ong.,khasi,You shouldn't believe everything Tom says.
Pham dei ban ngeit lut kat kaba u Tom u ong.,khasi,You shouldn't believe everything Tom says.
Shano phi kwah ban leit?,khasi,Where would you like to go?
Shano me lwah ban leit?,khasi,Where would you like to go?
Shano pha kwah ban leit?,khasi,Where would you like to go?
Shaei phi kwah ban leit?,khasi,Where would you like to go?
Shaei pha kwah ban leit?,khasi,Where would you like to go?
Shaei me kwah ban leit?,khasi,Where would you like to go?
Ka kali jong nga ka don ha sem kali.,khasi,My car's in the garage.
U Tom u ong ba um kwah shuh ban sah ha Boston.,khasi,Tom said that he didn't want to live in Boston anymore.
Bun ngut ki briew ki la ngam jyllop por ba ngam ka jhat.,khasi,A lot of people drowned when the ship sank.
Ngam tharai re ba nga lah ïohi ia u Tom hangne mynno mynno.,khasi,I don't think I've ever seen Tom here before.
U Tom bad ka Mary kim shah ba ki ksew kin rung hapoh ïing jong ki.,khasi,Tom and Mary won't allow dogs in their houses.
U dei hok ba un sngapjar.,khasi,He was right to keep silent.
U Sami u long u kpa ba bha.,khasi,Sami is a good dad.
U Sami u long u kpa ba biang.,khasi,Sami is a good dad.
Lah dep.,khasi,Done.
Kine kidei ki juti jongphi?,khasi,Are these your shoes?
Kine kidei ki juti jongme?,khasi,Are these your shoes?
Kine kidei ki juti jongpha?,khasi,Are these your shoes?
Ki juti jongphi kine?,khasi,Are these your shoes?
Ki juti jongme kine?,khasi,Are these your shoes?
Ki juti jongpha kine?,khasi,Are these your shoes?
Nga iathuh lut ia i mei i pa.,khasi,I told my parents everything.
Nga la iathuh lut ia i mei i pa.,khasi,I told my parents everything.
Kamkai!,khasi,Nonsense!
Khreh kot!,khasi,Study!
Ïap!,khasi,Die!
Lah biang!,khasi,Enough!
Mat ia dep!,khasi,Whatever!
Dep shato!,khasi,Whatever!
Mat ia dep shato!,khasi,Whatever!
Ho!,khasi,Goodbye!
Mo!,khasi,Goodbye!
Lah leit mo!,khasi,Goodbye!
Sa leit ho!,khasi,Goodbye!
Ei.,khasi,Hi.
Ei.,khasi,Hey.
Kadei!,khasi,Correct!
Dei!,khasi,Correct!
Kynthih.,khasi,Jump.
Ryngkoh.,khasi,Jump.
Mo!,khasi,Bye!
Ho!,khasi,Bye!
Shhhh!,khasi,Hush!
Bieij!,khasi,Idiot!
Kale!,khasi,Idiot!
Sniang!,khasi,Idiot!
Bieij!,khasi,Fool!
Te.,khasi,Duh.
O te.,khasi,Duh.
Sdieh.,khasi,Fry.
Kynmaw!,khasi,Remember!
Da kynmaw!,khasi,Remember!
Wan!,khasi,Come!
Mareh!,khasi,Run!
Bymlahlong,khasi,Impossible.
Ihiw!,khasi,Hooray!
Kamkai.,khasi,Nonsense.
Phylla.,khasi,Strange.
Te?,khasi,So?
Rung!,khasi,Enter!
Thiah suk.,khasi,Goodnight!
Shuh!,khasi,Scram!
Phet!,khasi,Scram!
Jarjar!,khasi,Quiet!
Sngapjar!,khasi,Quiet!
Pyrshang!,khasi,Try!
Sdang!,khasi,Begin!
Kren!,khasi,Speak!
Peit!,khasi,Look!
Kloi!,khasi,Quick!
Wut!,khasi,Quick!
Kloi wut!,khasi,Quick!
Siat!,khasi,Fire!
Kumno.,khasi,Hello.
Sngap.,khasi,Listen.
Mano?,khasi,Who?
Da kumno kumno.,khasi,Anyway.
Jubab!,khasi,Answer!
Jaituh.,khasi,Lazybones.
Thoh!,khasi,Write!
Leit.,khasi,Go.
Khie.,khasi,Go.
Dem!,khasi,Kneel!
Nguh!,khasi,Kneel!
To.,khasi,Alright.
Ap.,khasi,Wait.
Map.,khasi,Sorry.
Shibun!,khasi,Very!
Shibun eh!,khasi,Very!
Aw!,khasi,Ow!
Ada!,khasi,Ow!
Adi!,khasi,Ow!
Em?,khasi,Right?
Kumjuh.,khasi,Likewise.
Shisha!,khasi,Really!
Hangne?,khasi,Here?
Shane?,khasi,Here?
Jied.,khasi,Choose.
Sngewthuh?,khasi,Understood?
Lah pei?,khasi,Understood?
Jaijai.,khasi,Chill.
Her!,khasi,Fly!
Iaid.,khasi,Walk.
Husiar!,khasi,Beware!
Haba kumta?,khasi,Therefore?
Bang!,khasi,Yummy!
Sangeh!,khasi,Halt!
Tynnad!,khasi,Pretty!
Rymmuiñ!,khasi,Smile!
Shri!,khasi,Smile!
Thiah!,khasi,Sleep!
Man ka por.,khasi,Always.
Tharai.,khasi,Maybe.
Dei.,khasi,Correct.
Iakhun!,khasi,Fight!
Iashoh!,khasi,Fight!
Thied!,khasi,Buy!
Die!,khasi,Sell!
Rwai!,khasi,Sing!
Lehkai!,khasi,Play!
Tem!,khasi,Play!
Ha ka jingshisha...,khasi,Honestly...
Khynñiat.,khasi,Push.
Dwai.,khasi,Pray.
U Tom u khlem iathuh iano iano ba u kwah ban leh ia kato.,khasi,Tom didn't tell anybody he wanted to do that.
U Tom u khlem iathuh iano iano ba u kwah ban leh ia kata.,khasi,Tom didn't tell anybody he wanted to do that.
U Sami u khura ia ki tiar ka Layla.,khasi,Sami went through Layla's stuff.
U Tom u ong ba um da kynmaw bha.,khasi,Tom said he didn't remember much.
Balei phi ia lyngngoh?,khasi,Why are you all shocked?
Long phin khot ia u Tom?,khasi,Would you mind calling Tom for me?
Don ba wan?,khasi,Did anybody come?
Don mano mano ba wan?,khasi,Did anybody come?
Ki leh kumba ki tieng.,khasi,They pretended they were afraid.
Ngam tharai re ba u Tom un bieij haduh katta katta ba un leh kumto.,khasi,I don't think that Tom would be stupid enough to do something like that.
U Kren ianga mynba u ïohi ianga.,khasi,He spoke to me when he saw me.
U kren ianga por ba u ïohi ianga.,khasi,He spoke to me when he saw me.
U dei uwei na ki scientist kiba khraw tam ha pyrthei.,khasi,He is one of the greatest scientists in the world.
Ki lah tip lypa kin leh aiu.,khasi,They already know what they'll do.
Nga shu rkhie namar baroh ki ia rkhie.,khasi,I just laughed because everyone else did.
Ngi dei ban pyrshang ia kane.,khasi,We should give this a try.
Kaei ka ban kylla?,khasi,What'll change?
U Tom u don bun ki paralok.,khasi,Tom has lots of friends.
U Tom um kwah ban leit shato marwei.,khasi,Tom didn't want to go there alone.
U Tom um kwah ban leit shatei marwei.,khasi,Tom didn't want to go there alone.
U Tom um kwah ban leit shatai marwei.,khasi,Tom didn't want to go there alone.
Ka don bad ki ksew jongka.,khasi,She's with her dogs.
Ka hospital ha kaba la kha ia u Tom ka don ha Australia.,khasi,The hospital where Tom was born is in Australia.
Nga don kum ito.,khasi,I've got one just like that.
Nga don kum kato.,khasi,I've got one just like that.
Nga don kum uto.,khasi,I've got one just like that.
Phi leh aiu katto baje?,khasi,What were you doing at that time?
Phi leh aiu ha kato ka por?,khasi,What were you doing at that time?
Me leh aiu ha kato ka por?,khasi,What were you doing at that time?
Me leh aiu katto baje?,khasi,What were you doing at that time?
Pha leh aiu katto baje?,khasi,What were you doing at that time?
Pha leh aiu ha kato ka por?,khasi,What were you doing at that time?
Kane kadei na ka bynta jongnga.,khasi,This is for me.
Une udei na ka bynta jongnga.,khasi,This is for me.
Kumba katno sngi phin don ha Boston?,khasi,About how many days will you be in Boston?
Kumba katno sngi phan don ha Boston?,khasi,About how many days will you be in Boston?
Kumba katno sngi men don ha Boston?,khasi,About how many days will you be in Boston?
Phi kynmaw haei u Tom u buh ka shatri?,khasi,Do you remember where Tom left his umbrella?
Me kynmaw haei u Tom u buh ka shatri?,khasi,Do you remember where Tom left his umbrella?
Pha kynmaw haei u Tom u buh ka shatri?,khasi,Do you remember where Tom left his umbrella?
Pha kynmaw hangno u Tom u buh ka shatri?,khasi,Do you remember where Tom left his umbrella?
Phi kynmaw hangno u Tom u buh ka shatri?,khasi,Do you remember where Tom left his umbrella?
Me kynmaw hangno u Tom u buh ka shatri?,khasi,Do you remember where Tom left his umbrella?
"Mynshuwa haka por ba u Pluto u dang dei u planet, don u khynnah ba kyrteng Tom.",khasi,"A long time ago when Pluto was still a planet, there was a boy named Tom."
Lah don shiphew snem naduh ba khlad i pa.,khasi,It has been ten years since my father passed away.
Ka khlem iaid bha.,khasi,It didn't go well.
Ka khlem long bha.,khasi,It didn't go well.
Nga phong bakla da lyndet ia ki gloves.,khasi,I put my gloves on inside out by mistake.
Kane ka kot ka suk ianga ban pule.,khasi,This book is easy for me to read.
Bat ia u.,khasi,Grab him.
Nga thikna ba u Tom u lah ban leh.,khasi,I'm pretty sure Tom can do it.
Ngi leit sha iew.,khasi,We're going to the market.
"Sngewbha, tangba kato kadei ka racket jongnga.",khasi,"Pardon me, but that's my racket."
U Tom u jan jop beit man ka por.,khasi,Tom almost always wins.
Ngam tharai ba u Tom u tip ba ngam marwei shuh.,khasi,I don't think Tom knows that I'm not single anymore.
Ki khun miaw ki lehkai bad ki khynnah.,khasi,The kittens play with the children.
